x,qx,lx,dx,Lx,Tx,ex,sex,year
100.0,0.33157,808.0,268.0,674.0,1859.0,2.3,M,1940.0
101.0,0.34613,540.0,187.0,446.0,1185.0,2.19,M,1940.0
102.0,0.36134,353.0,128.0,289.0,739.0,2.09,M,1940.0
103.0,0.37722,225.0,85.0,183.0,449.0,1.99,M,1940.0
104.0,0.39382,140.0,55.0,113.0,266.0,1.9,M,1940.0
105.0,0.41115,85.0,35.0,68.0,154.0,1.8,M,1940.0
106.0,0.42925,50.0,22.0,39.0,86.0,1.72,M,1940.0
107.0,0.44816,29.0,13.0,22.0,47.0,1.63,M,1940.0
108.0,0.46792,16.0,7.0,12.0,24.0,1.55,M,1940.0
109.0,0.48855,8.0,4.0,6.0,12.0,1.47,M,1940.0
110.0,0.51011,4.0,2.0,3.0,6.0,1.39,M,1940.0
111.0,0.53264,2.0,1.0,2.0,3.0,1.31,M,1940.0
112.0,0.55617,1.0,1.0,1.0,1.0,1.24,M,1940.0
113.0,0.58075,0.0,0.0,0.0,1.0,1.17,M,1940.0
114.0,0.60642,0.0,0.0,0.0,0.0,1.11,M,1940.0
115.0,0.63324,0.0,0.0,0.0,0.0,1.04,M,1940.0
116.0,0.66128,0.0,0.0,0.0,0.0,0.98,M,1940.0
117.0,0.69056,0.0,0.0,0.0,0.0,0.92,M,1940.0
118.0,0.72124,0.0,0.0,0.0,0.0,0.87,M,1940.0
119.0,0.75314,0.0,0.0,0.0,0.0,0.81,M,1940.0
0.0,0.04163,1e5,4163.0,96576.0,7574927.0,75.75,F,1940.0
1.0,0.00497,95837.0,476.0,95599.0,7478351.0,78.03,F,1940.0
2.0,0.00208,95361.0,198.0,95262.0,7382751.0,77.42,F,1940.0
3.0,0.00164,95163.0,156.0,95085.0,7287489.0,76.58,F,1940.0
4.0,0.00129,95007.0,123.0,94946.0,7192404.0,75.7,F,1940.0
5.0,0.001,94884.0,95.0,94837.0,7097458.0,74.8,F,1940.0
6.0,7.6e-4,94789.0,72.0,94753.0,7002622.0,73.88,F,1940.0
7.0,5.8e-4,94717.0,55.0,94689.0,6907869.0,72.93,F,1940.0
8.0,5.1e-4,94662.0,49.0,94638.0,6813179.0,71.97,F,1940.0
9.0,4.6e-4,94613.0,43.0,94592.0,6718542.0,71.01,F,1940.0
10.0,4e-4,94570.0,38.0,94551.0,6623950.0,70.04,F,1940.0
11.0,3.7e-4,94532.0,35.0,94515.0,6529399.0,69.07,F,1940.0
12.0,4.3e-4,94497.0,40.0,94477.0,6434885.0,68.1,F,1940.0
13.0,4.3e-4,94457.0,40.0,94437.0,6340408.0,67.12,F,1940.0
14.0,4.2e-4,94417.0,40.0,94397.0,6245971.0,66.15,F,1940.0
15.0,4.8e-4,94377.0,45.0,94355.0,6151574.0,65.18,F,1940.0
16.0,5.5e-4,94332.0,51.0,94306.0,6057219.0,64.21,F,1940.0
17.0,6.3e-4,94281.0,60.0,94251.0,5962913.0,63.25,F,1940.0
18.0,6e-4,94221.0,56.0,94193.0,5868662.0,62.29,F,1940.0
19.0,6.3e-4,94165.0,59.0,94135.0,5774469.0,61.32,F,1940.0
20.0,6.3e-4,94106.0,60.0,94076.0,5680333.0,60.36,F,1940.0
21.0,6.4e-4,94046.0,60.0,94016.0,5586257.0,59.4,F,1940.0
22.0,7.1e-4,93986.0,66.0,93953.0,5492241.0,58.44,F,1940.0
23.0,7.4e-4,93920.0,69.0,93885.0,5398289.0,57.48,F,1940.0
24.0,7.6e-4,93850.0,72.0,93815.0,5304404.0,56.52,F,1940.0
25.0,7.7e-4,93779.0,72.0,93743.0,5210589.0,55.56,F,1940.0
26.0,8.2e-4,93706.0,76.0,93668.0,5116847.0,54.61,F,1940.0
27.0,8.3e-4,93630.0,78.0,93591.0,5023179.0,53.65,F,1940.0
28.0,9.1e-4,93552.0,85.0,93510.0,4929588.0,52.69,F,1940.0
29.0,9.6e-4,93467.0,90.0,93422.0,4836078.0,51.74,F,1940.0
30.0,0.00101,93377.0,94.0,93330.0,4742655.0,50.79,F,1940.0
31.0,0.00108,93283.0,100.0,93233.0,4649325.0,49.84,F,1940.0
32.0,0.00115,93183.0,107.0,93130.0,4556091.0,48.89,F,1940.0
33.0,0.00119,93076.0,110.0,93021.0,4462962.0,47.95,F,1940.0
34.0,0.00119,92966.0,111.0,92911.0,4369941.0,47.01,F,1940.0
35.0,0.00121,92855.0,113.0,92799.0,4277030.0,46.06,F,1940.0
36.0,0.00126,92743.0,117.0,92684.0,4184231.0,45.12,F,1940.0
37.0,0.00134,92626.0,124.0,92564.0,4091546.0,44.17,F,1940.0
38.0,0.00142,92502.0,131.0,92436.0,3998982.0,43.23,F,1940.0
39.0,0.00153,92371.0,141.0,92300.0,3906546.0,42.29,F,1940.0
40.0,0.00164,92230.0,151.0,92154.0,3814246.0,41.36,F,1940.0
41.0,0.00172,92079.0,158.0,92e3,3722091.0,40.42,F,1940.0
42.0,0.00183,91921.0,168.0,91837.0,3630091.0,39.49,F,1940.0
43.0,0.00197,91753.0,181.0,91663.0,3538254.0,38.56,F,1940.0
44.0,0.00216,91572.0,198.0,91473.0,3446592.0,37.64,F,1940.0
45.0,0.00234,91374.0,214.0,91268.0,3355118.0,36.72,F,1940.0
46.0,0.00252,91161.0,230.0,91046.0,3263850.0,35.8,F,1940.0
47.0,0.00277,90931.0,252.0,90805.0,3172804.0,34.89,F,1940.0
48.0,0.00303,90679.0,274.0,90542.0,3081999.0,33.99,F,1940.0
49.0,0.00323,90405.0,292.0,90259.0,2991457.0,33.09,F,1940.0
50.0,0.00356,90113.0,320.0,89953.0,2901198.0,32.2,F,1940.0
51.0,0.00381,89792.0,342.0,89621.0,2811245.0,31.31,F,1940.0
52.0,0.00413,89450.0,369.0,89266.0,2721624.0,30.43,F,1940.0
53.0,0.00453,89081.0,404.0,88879.0,2632358.0,29.55,F,1940.0
54.0,0.00491,88677.0,436.0,88459.0,2543479.0,28.68,F,1940.0
55.0,0.00537,88242.0,474.0,88004.0,2455019.0,27.82,F,1940.0
56.0,0.00571,87767.0,502.0,87517.0,2367015.0,26.97,F,1940.0
57.0,0.00628,87266.0,548.0,86992.0,2279498.0,26.12,F,1940.0
58.0,0.00671,86717.0,582.0,86426.0,2192506.0,25.28,F,1940.0
59.0,0.00736,86135.0,634.0,85818.0,2106080.0,24.45,F,1940.0
60.0,0.00797,85501.0,681.0,85161.0,2020262.0,23.63,F,1940.0
61.0,0.00863,84820.0,732.0,84454.0,1935101.0,22.81,F,1940.0
62.0,0.00949,84088.0,798.0,83688.0,1850648.0,22.01,F,1940.0
63.0,0.01037,83289.0,864.0,82857.0,1766959.0,21.21,F,1940.0
64.0,0.01132,82425.0,933.0,81959.0,1684102.0,20.43,F,1940.0
65.0,0.0124,81492.0,1011.0,80987.0,1602143.0,19.66,F,1940.0
66.0,0.01358,80482.0,1093.0,79935.0,1521157.0,18.9,F,1940.0
67.0,0.01483,79388.0,1178.0,78800.0,1441222.0,18.15,F,1940.0
68.0,0.01614,78211.0,1262.0,77580.0,1362422.0,17.42,F,1940.0
69.0,0.01753,76949.0,1349.0,76274.0,1284843.0,16.7,F,1940.0
70.0,0.01912,75600.0,1445.0,74877.0,1208568.0,15.99,F,1940.0
71.0,0.0209,74155.0,1549.0,73380.0,1133691.0,15.29,F,1940.0
72.0,0.02273,72605.0,1651.0,71780.0,1060311.0,14.6,F,1940.0
73.0,0.02461,70955.0,1746.0,70081.0,988531.0,13.93,F,1940.0
74.0,0.02661,69208.0,1842.0,68288.0,918450.0,13.27,F,1940.0
75.0,0.02895,67367.0,1950.0,66392.0,850162.0,12.62,F,1940.0
76.0,0.03168,65417.0,2072.0,64380.0,783771.0,11.98,F,1940.0
77.0,0.03467,63344.0,2196.0,62246.0,719390.0,11.36,F,1940.0
78.0,0.03791,61148.0,2318.0,59989.0,657144.0,10.75,F,1940.0
79.0,0.04148,58830.0,2440.0,57610.0,597155.0,10.15,F,1940.0
80.0,0.04561,56390.0,2572.0,55104.0,539545.0,9.57,F,1940.0
81.0,0.05039,53818.0,2712.0,52462.0,484441.0,9.0,F,1940.0
82.0,0.05585,51106.0,2854.0,49679.0,431979.0,8.45,F,1940.0
83.0,0.06212,48252.0,2997.0,46753.0,382300.0,7.92,F,1940.0
84.0,0.06929,45254.0,3136.0,43687.0,335547.0,7.41,F,1940.0
85.0,0.07742,42119.0,3261.0,40488.0,291861.0,6.93,F,1940.0
86.0,0.08651,38858.0,3362.0,37177.0,251373.0,6.47,F,1940.0
87.0,0.096560000000000007,35496.0,3427.0,33782.0,214195.0,6.03,F,1940.0
88.0,0.10754,32069.0,3449.0,30344.0,180413.0,5.63,F,1940.0
89.0,0.11946,28620.0,NA,26911.0,150069.0,5.24,F,1940.0
90.0,0.13232,25201.0,3334.0,23534.0,123158.0,4.89,F,1940.0
91.0,0.14614,21867.0,3196.0,20269.0,99624.0,4.56,F,1940.0
92.0,0.16096,18671.0,3005.0,17168.0,79355.0,4.25,F,1940.0
93.0,0.17679,15666.0,2770.0,14281.0,62187.0,3.97,F,1940.0
94.0,0.19367,12896.0,2498.0,11647.0,47906.0,3.71,F,1940.0
95.0,0.21054,10399.0,2189.0,9304.0,36258.0,3.49,F,1940.0
96.0,0.22714,8209.0,1865.0,7277.0,26954.0,3.28,F,1940.0
97.0,0.24315,6345.0,1543.0,5573.0,19677.0,3.1,F,1940.0
98.0,0.25823,4802.0,1240.0,4182.0,14104.0,2.94,F,1940.0
99.0,0.27208,3562.0,969.0,3077.0,9922.0,2.79,F,1940.0
100.0,0.28667,2593.0,743.0,2221.0,6845.0,2.64,F,1940.0
101.0,0.30205,1850.0,559.0,1570.0,4623.0,2.5,F,1940.0
102.0,0.31827,1291.0,411.0,1085.0,3053.0,2.37,F,1940.0
103.0,0.33537,880.0,295.0,732.0,1968.0,2.24,F,1940.0
104.0,0.35339,585.0,207.0,482.0,1235.0,2.11,F,1940.0
105.0,0.37239,378.0,141.0,308.0,754.0,1.99,F,1940.0
106.0,0.39242,237.0,93.0,191.0,446.0,1.88,F,1940.0
107.0,0.41354,144.0,60.0,114.0,255.0,1.77,F,1940.0
108.0,0.4358,85.0,37.0,66.0,141.0,1.66,F,1940.0
109.0,0.45928,48.0,22.0,37.0,75.0,1.56,F,1940.0
110.0,0.48404,26.0,12.0,20.0,38.0,1.47,F,1940.0
111.0,0.51015,13.0,7.0,10.0,18.0,1.38,F,1940.0
112.0,0.53766,7.0,4.0,5.0,8.0,1.29,F,1940.0
113.0,0.56667,3.0,2.0,2.0,4.0,1.2,F,1940.0
114.0,0.59728,1.0,1.0,1.0,1.0,1.12,F,1940.0
115.0,0.62954,1.0,0.0,0.0,1.0,1.05,F,1940.0
116.0,0.66128,0.0,0.0,0.0,0.0,0.98,F,1940.0
117.0,0.69056,0.0,0.0,0.0,0.0,0.92,F,1940.0
118.0,0.72124,0.0,0.0,0.0,0.0,0.87,F,1940.0
119.0,0.75314,0.0,0.0,0.0,0.0,0.81,F,1940.0
0.0,0.03279,1e5,3279.0,97115.0,7245194.0,72.45,M,1950.0
1.0,0.00239,96721.0,231.0,96605.0,7148079.0,73.9,M,1950.0
2.0,0.00153,96489.0,148.0,96415.0,7051474.0,73.08,M,1950.0
3.0,0.00108,96341.0,104.0,96289.0,6955059.0,72.19,M,1950.0
4.0,7.8e-4,96237.0,75.0,96199.0,6858770.0,71.27,M,1950.0
5.0,6.7e-4,96162.0,64.0,96130.0,6762570.0,70.32,M,1950.0
6.0,5.9e-4,96097.0,57.0,96069.0,6666441.0,69.37,M,1950.0
7.0,5.8e-4,96040.0,56.0,96013.0,6570372.0,68.41,M,1950.0
8.0,5.1e-4,95985.0,49.0,95960.0,6474359.0,67.45,M,1950.0
9.0,4.9e-4,95936.0,47.0,95912.0,6378399.0,66.49,M,1950.0
10.0,4.3e-4,95888.0,41.0,95868.0,6282487.0,65.52,M,1950.0
11.0,4.1e-4,95847.0,39.0,95827.0,6186620.0,64.55,M,1950.0
12.0,4.7e-4,95808.0,45.0,95785.0,6090792.0,63.57,M,1950.0
13.0,5.7e-4,95762.0,55.0,95735.0,5995007.0,62.6,M,1950.0
14.0,7.9e-4,95707.0,76.0,95670.0,5899272.0,61.64,M,1950.0
15.0,0.00102,95632.0,97.0,95583.0,5803603.0,60.69,M,1950.0
16.0,0.00129,95535.0,123.0,95473.0,5708019.0,59.75,M,1950.0
17.0,0.00151,95411.0,144.0,95339.0,5612546.0,58.82,M,1950.0
18.0,0.00178,95267.0,170.0,95182.0,5517207.0,57.91,M,1950.0
19.0,0.00202,95097.0,192.0,95001.0,5422025.0,57.02,M,1950.0
20.0,0.00209,94905.0,199.0,94806.0,5327024.0,56.13,M,1950.0
21.0,0.00218,94707.0,206.0,94604.0,5232218.0,55.25,M,1950.0
22.0,0.00227,94501.0,214.0,94393.0,5137614.0,54.37,M,1950.0
23.0,0.00226,94286.0,213.0,94180.0,5043221.0,53.49,M,1950.0
24.0,0.00208,94074.0,196.0,93976.0,4949041.0,52.61,M,1950.0
25.0,0.00203,93878.0,190.0,93783.0,4855065.0,51.72,M,1950.0
26.0,0.00184,93688.0,172.0,93602.0,4761282.0,50.82,M,1950.0
27.0,0.00187,93516.0,174.0,93429.0,4667680.0,49.91,M,1950.0
28.0,0.00181,93341.0,169.0,93257.0,4574251.0,49.01,M,1950.0
29.0,0.00188,93173.0,175.0,93085.0,4480994.0,48.09,M,1950.0
30.0,0.00189,92998.0,176.0,92910.0,4387909.0,47.18,M,1950.0
31.0,0.00185,92822.0,172.0,92736.0,4294999.0,46.27,M,1950.0
32.0,0.0018600000000000001,92650.0,173.0,92564.0,4202263.0,45.36,M,1950.0
33.0,0.00187,92477.0,173.0,92391.0,4109700.0,44.44,M,1950.0
34.0,0.00197,92304.0,182.0,92213.0,4017309.0,43.52,M,1950.0
35.0,0.00214,92122.0,197.0,92024.0,3925096.0,42.61,M,1950.0
36.0,0.00238,91925.0,219.0,91816.0,3833072.0,41.7,M,1950.0
37.0,0.00262,91706.0,241.0,91586.0,3741256.0,40.8,M,1950.0
38.0,0.00282,91466.0,258.0,91337.0,3649670.0,39.9,M,1950.0
39.0,0.00298,91208.0,272.0,91072.0,3558333.0,39.01,M,1950.0
40.0,0.00309,90936.0,281.0,90796.0,3467261.0,38.13,M,1950.0
41.0,0.00323,90655.0,292.0,90509.0,3376466.0,37.25,M,1950.0
42.0,0.00359,90362.0,324.0,90200.0,3285957.0,36.36,M,1950.0
43.0,0.0039,90039.0,351.0,89863.0,3195757.0,35.49,M,1950.0
44.0,0.00414,89687.0,371.0,89502.0,3105894.0,34.63,M,1950.0
45.0,0.00436,89316.0,390.0,89121.0,3016392.0,33.77,M,1950.0
46.0,0.00436,88926.0,387.0,88733.0,2927271.0,32.92,M,1950.0
47.0,0.00452,88539.0,400.0,88339.0,2838538.0,32.06,M,1950.0
48.0,0.00476,88139.0,419.0,87929.0,2750200.0,31.2,M,1950.0
49.0,0.0051,87720.0,447.0,87496.0,2662270.0,30.35,M,1950.0
50.0,0.00545,87273.0,476.0,87035.0,2574774.0,29.5,M,1950.0
51.0,0.00597,86797.0,518.0,86538.0,2487740.0,28.66,M,1950.0
52.0,0.00604,86278.0,521.0,86018.0,2401202.0,27.83,M,1950.0
53.0,0.00645,85757.0,553.0,85481.0,2315184.0,27.0,M,1950.0
54.0,0.00691,85205.0,589.0,84910.0,2229703.0,26.17,M,1950.0
55.0,0.00743,84616.0,628.0,84302.0,2144793.0,25.35,M,1950.0
56.0,0.008,83987.0,672.0,83652.0,2060491.0,24.53,M,1950.0
57.0,0.00862,83316.0,718.0,82957.0,1976839.0,23.73,M,1950.0
58.0,0.00929,82598.0,767.0,82214.0,1893882.0,22.93,M,1950.0
59.0,0.01003,81830.0,821.0,81420.0,1811669.0,22.14,M,1950.0
60.0,0.01086,81009.0,879.0,80570.0,1730249.0,21.36,M,1950.0
61.0,0.01179,80130.0,944.0,79658.0,1649679.0,20.59,M,1950.0
62.0,0.01283,79186.0,1016.0,78678.0,1570021.0,19.83,M,1950.0
63.0,0.01398,78170.0,1093.0,77623.0,1491343.0,19.08,M,1950.0
64.0,0.01527,77077.0,1177.0,76489.0,1413720.0,18.34,M,1950.0
65.0,0.01669,75900.0,1267.0,75267.0,1337231.0,17.62,M,1950.0
66.0,0.01825,74633.0,1362.0,73952.0,1261965.0,16.91,M,1950.0
67.0,0.01989,73271.0,1457.0,72542.0,1188012.0,16.21,M,1950.0
68.0,0.0216,71814.0,1551.0,71038.0,1115470.0,15.53,M,1950.0
69.0,0.02341,70262.0,1645.0,69440.0,1044432.0,14.86,M,1950.0
70.0,0.02548,68617.0,1748.0,67743.0,974992.0,14.21,M,1950.0
71.0,0.02776,66869.0,1857.0,65941.0,907249.0,13.57,M,1950.0
72.0,0.03009,65013.0,1956.0,64034.0,841308.0,12.94,M,1950.0
73.0,0.03241,63056.0,2044.0,62034.0,777273.0,12.33,M,1950.0
74.0,0.03486,61013.0,2127.0,59949.0,715239.0,11.72,M,1950.0
75.0,0.03774,58885.0,2222.0,57774.0,655290.0,11.13,M,1950.0
76.0,0.04111,56663.0,2329.0,55499.0,597516.0,10.55,M,1950.0
77.0,0.04481,54334.0,2434.0,53117.0,542017.0,9.98,M,1950.0
78.0,0.04882,51899.0,2534.0,50633.0,488900.0,9.42,M,1950.0
79.0,0.05329,49366.0,2631.0,48050.0,438268.0,8.88,M,1950.0
80.0,0.05827,46735.0,2723.0,45374.0,390217.0,8.35,M,1950.0
81.0,0.06406,44012.0,2820.0,42602.0,344844.0,7.84,M,1950.0
82.0,0.071,41192.0,2925.0,39730.0,302241.0,7.34,M,1950.0
83.0,0.07931,38268.0,3035.0,36750.0,262511.0,6.86,M,1950.0
84.0,0.08889,35232.0,3132.0,33667.0,225761.0,6.41,M,1950.0
85.0,0.09945,32101.0,3192.0,30505.0,192095.0,5.98,M,1950.0
86.0,0.11076,28908.0,3202.0,27307.0,161590.0,5.59,M,1950.0
87.0,0.12265,25707.0,3153.0,24130.0,134283.0,5.22,M,1950.0
88.0,0.13506,22554.0,3046.0,21031.0,110152.0,4.88,M,1950.0
89.0,0.14803,19508.0,2888.0,18064.0,89122.0,4.57,M,1950.0
90.0,0.16165,16620.0,2687.0,15277.0,71058.0,4.28,M,1950.0
91.0,0.17601,13933.0,2452.0,12707.0,55781.0,4.0,M,1950.0
92.0,0.19122,11481.0,2195.0,10383.0,43074.0,3.75,M,1950.0
93.0,0.20737,9286.0,1926.0,8323.0,32691.0,3.52,M,1950.0
94.0,0.22454,7360.0,1653.0,6534.0,24368.0,3.31,M,1950.0
95.0,0.24142,5707.0,1378.0,5019.0,17834.0,3.12,M,1950.0
96.0,0.2577,4330.0,1116.0,3772.0,12816.0,2.96,M,1950.0
97.0,0.27308,3214.0,878.0,2775.0,9044.0,2.81,M,1950.0
98.0,0.28726,2336.0,671.0,2001.0,6269.0,2.68,M,1950.0
99.0,0.29993,1665.0,499.0,1415.0,4268.0,2.56,M,1950.0
100.0,0.31317,1166.0,365.0,983.0,2853.0,2.45,M,1950.0
101.0,0.32699,801.0,262.0,670.0,1870.0,2.34,M,1950.0
102.0,0.34144,539.0,184.0,447.0,1200.0,2.23,M,1950.0
103.0,0.35653,355.0,127.0,292.0,753.0,2.12,M,1950.0
104.0,0.37229,228.0,85.0,186.0,462.0,2.02,M,1950.0
105.0,0.38876,143.0,56.0,115.0,276.0,1.92,M,1950.0
106.0,0.40597,88.0,36.0,70.0,160.0,1.83,M,1950.0
107.0,0.42395,52.0,22.0,41.0,91.0,1.74,M,1950.0
108.0,0.44278,30.0,13.0,23.0,50.0,1.65,M,1950.0
109.0,0.46236,17.0,8.0,13.0,26.0,1.57,M,1950.0
110.0,0.48291,9.0,4.0,7.0,13.0,1.49,M,1950.0
111.0,0.50434,5.0,2.0,3.0,7.0,1.41,M,1950.0
112.0,0.52673,2.0,1.0,2.0,3.0,1.33,M,1950.0
113.0,0.55012,1.0,1.0,1.0,1.0,1.26,M,1950.0
114.0,0.57458,0.0,0.0,0.0,1.0,1.19,M,1950.0
115.0,0.60012,0.0,0.0,0.0,0.0,1.12,M,1950.0
116.0,0.62683,0.0,0.0,0.0,0.0,1.06,M,1950.0
117.0,0.65471,0.0,0.0,0.0,0.0,1.0,M,1950.0
118.0,0.68387,0.0,0.0,0.0,0.0,0.94,M,1950.0
119.0,0.71433,0.0,0.0,0.0,0.0,0.88,M,1950.0
0.0,0.02551,1e5,2551.0,97793.0,7845745.0,78.46,F,1950.0
1.0,0.00223,97449.0,217.0,97340.0,7747952.0,79.51,F,1950.0
2.0,0.00128,97231.0,124.0,97169.0,7650612.0,78.68,F,1950.0
3.0,9.2e-4,97107.0,90.0,97063.0,7553443.0,77.78,F,1950.0
4.0,6.4e-4,97018.0,62.0,96987.0,7456380.0,76.86,F,1950.0
5.0,5.4e-4,96956.0,52.0,96930.0,7359393.0,75.9,F,1950.0
6.0,4.4e-4,96904.0,43.0,96883.0,7262463.0,74.94,F,1950.0
7.0,4.1e-4,96861.0,39.0,96841.0,7165581.0,73.98,F,1950.0
8.0,3.5e-4,96822.0,34.0,96805.0,7068739.0,73.01,F,1950.0
9.0,3.2e-4,96788.0,31.0,96773.0,6971934.0,72.03,F,1950.0
10.0,3e-4,96757.0,29.0,96743.0,6875162.0,71.06,F,1950.0
11.0,2.8e-4,96728.0,27.0,96715.0,6778419.0,70.08,F,1950.0
12.0,2.8e-4,96701.0,27.0,96688.0,6681705.0,69.1,F,1950.0
13.0,3.3e-4,96674.0,32.0,96658.0,6585017.0,68.12,F,1950.0
14.0,3.8e-4,96642.0,37.0,96624.0,6488359.0,67.14,F,1950.0
15.0,4.4e-4,96605.0,42.0,96584.0,6391736.0,66.16,F,1950.0
16.0,5.5e-4,96563.0,53.0,96537.0,6295151.0,65.19,F,1950.0
17.0,6e-4,96510.0,58.0,96481.0,6198614.0,64.23,F,1950.0
18.0,6.7e-4,96452.0,64.0,96420.0,6102133.0,63.27,F,1950.0
19.0,7.1e-4,96388.0,68.0,96354.0,6005713.0,62.31,F,1950.0
20.0,7.1e-4,96320.0,68.0,96286.0,5909359.0,61.35,F,1950.0
21.0,7.1e-4,96252.0,68.0,96218.0,5813073.0,60.39,F,1950.0
22.0,7.4e-4,96183.0,71.0,96148.0,5716856.0,59.44,F,1950.0
23.0,7.3e-4,96112.0,70.0,96077.0,5620708.0,58.48,F,1950.0
24.0,7e-4,96042.0,68.0,96008.0,5524630.0,57.52,F,1950.0
25.0,6.9e-4,95975.0,67.0,95941.0,5428622.0,56.56,F,1950.0
26.0,6.8e-4,95908.0,65.0,95876.0,5332680.0,55.6,F,1950.0
27.0,6.9e-4,95843.0,66.0,95810.0,5236805.0,54.64,F,1950.0
28.0,7.2e-4,95777.0,68.0,95743.0,5140995.0,53.68,F,1950.0
29.0,7.1e-4,95709.0,68.0,95675.0,5045252.0,52.71,F,1950.0
30.0,7.5e-4,95641.0,71.0,95605.0,4949577.0,51.75,F,1950.0
31.0,7.6e-4,95569.0,73.0,95533.0,4853972.0,50.79,F,1950.0
32.0,7.8e-4,95497.0,74.0,95460.0,4758439.0,49.83,F,1950.0
33.0,8.1e-4,95422.0,77.0,95384.0,4662979.0,48.87,F,1950.0
34.0,8.9e-4,95346.0,84.0,95303.0,4567595.0,47.91,F,1950.0
35.0,9.5e-4,95261.0,90.0,95216.0,4472292.0,46.95,F,1950.0
36.0,0.00101,95171.0,96.0,95123.0,4377076.0,45.99,F,1950.0
37.0,0.00115,95075.0,110.0,95020.0,4281953.0,45.04,F,1950.0
38.0,0.00125,94965.0,118.0,94906.0,4186933.0,44.09,F,1950.0
39.0,0.00131,94847.0,124.0,94785.0,4092026.0,43.14,F,1950.0
40.0,0.00138,94723.0,130.0,94658.0,3997241.0,42.2,F,1950.0
41.0,0.00148,94593.0,140.0,94523.0,3902583.0,41.26,F,1950.0
42.0,0.00166,94453.0,156.0,94375.0,3808060.0,40.32,F,1950.0
43.0,0.00183,94297.0,172.0,94211.0,3713685.0,39.38,F,1950.0
44.0,0.002,94125.0,188.0,94030.0,3619474.0,38.45,F,1950.0
45.0,0.00217,93936.0,204.0,93834.0,3525443.0,37.53,F,1950.0
46.0,0.00229,93732.0,214.0,93625.0,3431609.0,36.61,F,1950.0
47.0,0.00247,93518.0,231.0,93403.0,3337983.0,35.69,F,1950.0
48.0,0.00263,93287.0,246.0,93165.0,3244581.0,34.78,F,1950.0
49.0,0.0029,93042.0,270.0,92907.0,3151416.0,33.87,F,1950.0
50.0,0.00315,92772.0,292.0,92626.0,3058509.0,32.97,F,1950.0
51.0,0.0035,92480.0,324.0,92318.0,2965883.0,32.07,F,1950.0
52.0,0.00364,92156.0,336.0,91988.0,2873565.0,31.18,F,1950.0
53.0,0.00395,91821.0,363.0,91639.0,2781577.0,30.29,F,1950.0
54.0,0.0043,91458.0,393.0,91261.0,2689938.0,29.41,F,1950.0
55.0,0.0047,91064.0,428.0,90850.0,2598677.0,28.54,F,1950.0
56.0,0.00514,90636.0,466.0,90403.0,2507826.0,27.67,F,1950.0
57.0,0.00563,90170.0,507.0,89916.0,2417423.0,26.81,F,1950.0
58.0,0.00615,89663.0,551.0,89387.0,2327507.0,25.96,F,1950.0
59.0,0.00672,89111.0,598.0,88812.0,2238120.0,25.12,F,1950.0
60.0,0.00734,88513.0,650.0,88188.0,2149307.0,24.28,F,1950.0
61.0,0.00804,87863.0,706.0,87510.0,2061119.0,23.46,F,1950.0
62.0,0.0088,87156.0,767.0,86773.0,1973610.0,22.64,F,1950.0
63.0,0.00964,86389.0,832.0,85973.0,1886837.0,21.84,F,1950.0
64.0,0.01055,85557.0,902.0,85106.0,1800863.0,21.05,F,1950.0
65.0,0.01157,84655.0,979.0,84165.0,1715758.0,20.27,F,1950.0
66.0,0.01268,83676.0,1061.0,83145.0,1631592.0,19.5,F,1950.0
67.0,0.01384,82615.0,1144.0,82043.0,1548447.0,18.74,F,1950.0
68.0,0.01505,81471.0,1226.0,80858.0,1466404.0,18.0,F,1950.0
69.0,0.01633,80245.0,1310.0,79590.0,1385546.0,17.27,F,1950.0
70.0,0.01779,78935.0,1404.0,78233.0,1305956.0,16.54,F,1950.0
71.0,0.01941,77531.0,1505.0,76778.0,1227723.0,15.84,F,1950.0
72.0,0.02109,76026.0,1603.0,75224.0,1150945.0,15.14,F,1950.0
73.0,0.0228,74422.0,1697.0,73574.0,1075721.0,14.45,F,1950.0
74.0,0.02462,72726.0,1790.0,71830.0,1002147.0,13.78,F,1950.0
75.0,0.02678,70935.0,1900.0,69985.0,930317.0,13.12,F,1950.0
76.0,0.02931,69035.0,2023.0,68024.0,860331.0,12.46,F,1950.0
77.0,0.03202,67012.0,2146.0,65939.0,792308.0,11.82,F,1950.0
78.0,0.03489,64867.0,2263.0,63735.0,726368.0,11.2,F,1950.0
79.0,0.03804,62604.0,2382.0,61413.0,662633.0,10.58,F,1950.0
80.0,0.04168,60222.0,2510.0,58967.0,601220.0,9.98,F,1950.0
81.0,0.04599,57712.0,2654.0,56385.0,542253.0,9.4,F,1950.0
82.0,0.05111,55058.0,2814.0,53651.0,485868.0,8.82,F,1950.0
83.0,0.05718,52244.0,2987.0,50750.0,432217.0,8.27,F,1950.0
84.0,0.06423,49257.0,3164.0,47675.0,381466.0,7.74,F,1950.0
85.0,0.07221,46093.0,3328.0,44429.0,333792.0,7.24,F,1950.0
86.0,0.08104,42765.0,3466.0,41032.0,289363.0,6.77,F,1950.0
87.0,0.09066,39299.0,3563.0,37518.0,248331.0,6.32,F,1950.0
88.0,0.10106,35736.0,3611.0,33931.0,210813.0,5.9,F,1950.0
89.0,0.11226,32125.0,3606.0,30322.0,176883.0,5.51,F,1950.0
90.0,0.12431,28518.0,3545.0,26746.0,146561.0,5.14,F,1950.0
